comment,label
trà uống cũng được bao_bì bằng giấy nhưng bị nhàu làm lậu không_khí ảnh_hưởng đến hương_vị trà sản_phẩm bên tiki giao rất gần ngày hết hạn sử_dụng mua bây_giờ tháng 102017 hết hạn rồi,1
hàng mua về không dùng được,1
nhìn ok dùng mỗi ngày phải lấy lại 1 lần,1
sản_phẩm lỗi đường may lỗi keo lỗi đế mua về vút sọt rác chất_lượng sản_phẩm rất kém chất_lượng sản_phẩm rất kém chất_lượng sản_phẩm rất kém chất_lượng sản_phẩm rất kém,1
sản_phẩm cũng được nhưng giao thiếu hàng vẫn chưa nhận được tiền trả hơi buồn,1
rất không đáng tiền thời_gian giao hàng chậm,1
mua 1 được 3 cảm_ơn,0
xuống tone khủng_khiếp vì ckđ nên mua sáng hơn da 1 tone nhưng đánh lên được 10phút kem hóa_ra tối hơn da 1 tone,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn giày đẹp,0
balô to hợp vs những bé từ 5t trở lên,0
tôi sử_dụng sản_phẩm 2 lần đáy nồi bị tróc lớp chống dính mặc_dù đã rất cẩn_thận rửa nồi nút thời_gian cũng có vấn_đề tôi chỉnh nấu 15 phút sau tập_thể_dục nhưng 30 phút quay về nồi vẫn nấu,1
màu nhạt ko đáng tiền chất_lượng sản_phẩm rất kém,1
làm_ăn gian_dối,1
hình_thức ok tầm giá đế có_vẻ khá chắc thử thấy cũng ok để xem độ bền đến thôi 350k tương_xứng,0
sản_phẩm đứt chỉ dùng nhẹ_nhàng nhưng đã bị bung chỉ                                                         ,1
pin không dùng đc k hỗ_trợ quạt chỉ cắm sạc mới chạy mượn pin quạt khác dùng đc,1
nhân đc hàng rồi balô dày đẹp lắm,0
chất_lượng sản_phẩm rất kém hàng cực xấu   swich_đểu   hay vừa mua đã mất led 1 phím gõ văn_bản nhanh 1 cái liệt cả bàn_phím luôn,1
chất_lượng sản_phẩm tạm được giao hàng hơi lâu máy yếu quá khói ít k thơm mấy,1
chất_lượng sản_phẩm tuyệt_vời đợi nhận hàng lâu nhưng chất_lượng sp rất tốt sẽ ủng_hộ dài_dài,0
mất mấy ngày mới chà ra sợ thật miếng dándán xong nó bị dính keo trên bụng,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn có_vẻ bé k thích vị của rong biển nên k hợp_tác ăn,0
chất_lượng sản_phẩm rất kém sạc không pin,1
bán hàng tốt quá_chừng luôn,0
tôi đặt_hàng cách gần nữa tháng cứ báo thanh_toán không thành_côngchán quátouo thanh_toán online bằng thẻ_tín_dụngvài ngày tôi đặt_hàng nhưng báo thanh_toán không công có nhiêu làm hoài chán,1
quảng_cáo pin chờ 260 tiếng nhưng sạc đầy không sài cũng chỉ được 25 tiếng tắt nguồn thử_đi_thử_lại vẫn vậy thôi máy èo_ọp loa gọi quá nhỏ,1
599n hơi chát ,1
cố_gắng hoàn_thiện nha giá còn hơi cao so sản_phẩm,0
đẹp lắm ơi đáng yêu lắm ạ,0
khó điều_chỉnh hơn ko dùng dù_sao cũng 5sao,0
ko được tặng thẻ_nhớ riêng máy nghe nhạc còn lại rất tốt,0
đóng_gói sản_phẩm rất đẹp chắc_chắn kem tẩy lông rất ok serum chưa sử_dụng nên chưa biết ntn ạ,0
tui không có điều_kiện hoàn_cảnh nên tui ngại dùng iphone ghét cái iphone  ,1
sản_phẩm bền đẹp đóng_gói cước chắc_chắn cẩn_thận,0
mua lần thứ hai rùi thò khỏi phải bàn nữa nhỉ,0
ko nhận được hàng dù đã đặt lại,1
sản_phẩm quá kém chất_lượng sản_phẩm rất kém,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn vô_cùng mọi người ơi bán hàng chất_lượng tốt lắm bộ quà tặng kèm chất_lượng chứ ko phải hàng dởm nhé,0
áo dày_dặn đẹp fom áo to nhưng hơi ngắn tý,0
ngon như gói bé quá mua ở sài_gòn gói to gấp đôi chỉ có 80k thôi,1
 thực_ra mặc ko vừa hơn_nữa hơn_nữa hàng của trung_quốc nói_chung chọn size l bé 6 tuổi nhưng sp quá nhỏ cỡ bé 3 tuổi hơn_nữa không đáng tiền chất_lượng sản_phẩm kém,1
chai to vật_vã giá cực tốt date sâu không biết dùng bao_giờ mới hết,0
thời_gian giao hàng rất nhanh sổ đẹp,0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn se ung hô sop dai_dai    ,0
giao nhầm hàng mặc_dù đã viết note lại dặn rất cẩn_thận cũng ko hồi_âm tư_vấn khách,1
ít quá ko như mik tưởng_tượng,1
giao sai màu nhắn_tin ko trả_lời,1
gan quá dám tự_xưng bảo nhất tg bb tuổi cơ chứ lên sao_hỏa bây_giờ hýhý,1
đóng_gói sản_phẩm rất đẹp chắc_chắn nhung san_pham binh_thuong hàng nháy,1
ốp bị xước nhiều hơi cũ nhưng dù s sp đẹp rất đáng tiền,0
sản_phẩm khá đẹp giao hàng nhanh,0
bìa sách cứng đẹp nội_dung nhân_văn duy_nhât điều tôi không hài_lòng sách in giá tiền sau bìa tôi muốn mua tặng bạn_bè sách lại in chìm giá tiền lên thật đáng tiếc vấn_đề,0
hàng đúng như trên đăng chất_lượng tốt,0
hag bị lỗi nhưg k đág kể,0
chất_lượng sản_phẩm tạm đượcvua mua ze be lam ngã gãy đôi tien nao cua ben trong lam_bang mọt cưa chu ko phai gỗ,1
nhỏ hơn nhiều so điện_thoại,1
mua mấy lần nhiệt_tình mỗi_tội giao hàng lâu,0
tẩy da_chết mùi trà_xanh sảng_khoái lắm luôn sản_phẩm y_như hình hàng được đóng_gói kỹ có điểm trừ do chuyển_khoản ở căn_hộ nên giao hàng người giao không gọi báo đã giao cứ đưa lễ_tân nếu bảo_vệ không nói chắc cũng không biết hàng đến rồi,0
ôi rửa xe phát bong luôn còn để lại keo bửn như cứt,1
dùng rất thíchcảm_giác mát_lạnh đánh_giá 5 sao nha chất_lượng sản_phẩm tuyệt_vời,0
giầy đẹp hơn hình đấy,0
so giá chất_lượng tuyệt_vời capo khá chắc_chắn đẹp,0
đóng_gói sản_phẩm rất đẹp chắc_chắn núm ti có_vẻ hơi cứng nên bé chưa hợp_tác lắm dù_sao cũng rất cẩn_thận giao hàng rất nhanh,0
giá rẻ chất đẹp dã_man giao hàng nhanh phục_vụ rất nhiệt_tình sẽ ủng_hộ dài_dài,0
đóng_gói không đẹp lắm màu của giày hồng_phấn chứ k phải hồng cam như trg hình nhưng giá giày khá ổn,0
sản_phẩm mới nhận đc 2 ngày đã thấy hơi nc ở trongquá thất_vọng luôn giao hàng oke,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn đẹp,0
zenfone 3 không làm tui thất_vọng trên tay ngất_ngây con gà_tây,0
sản_phẩm quá khác mô_tả,1
đóng_gói sản_phẩm rất đẹp chắc_chắn khoang 20 nưa sd moi biet,0
chưa dùng nhưng 5 bán hàng dễ thuơng,0
sản_phẩm quá chán đc hai lần hỏng nói_chung k nên mua chủ rất nhiệt_tình nhưng sản_phẩm k_thể dùng đc rất không đáng tiền thời_gian giao hàng rất chậm chất_lượng sản_phẩm rất kém,1
ra con zen 3 asus ảo_tưởng về giá,1
khung viền kim_loại máy chắc_chắn hơn rồi có hỗ_trợ cả 4g cập_nhật kịp_thời r,0
đóng_gói rất kĩ hàng chuẩn rất thích,0
siêu xinh giao đủ hàng rep nhanh lại nhiệt_tình iu,0
đặt màu trắng cố_tình giao màu đen   hoàn_trả cố_tình làm khó_dễ   giao hàng lâu   chất_lượng sản_phẩm k tốt lắm   ns chug bạn mua hàng sản_phẩm chỉ có thiệt_thân rất không đáng tiền,1
chất_lượng sản_phẩm tuyệt_vời hàng test ra tay chính hãng cover khá ổn nma độ che cx chỉ medium k che hết đc quầng thâm,0
mới dùng lần đầu xong mê luôn đóng_gói sản_phẩm rất đẹp chắc_chắn,0
minh chua nhan dc hang,1
2 chai đều ko xịt ra sản_phẩm chất_lượng chưa biết,1
đô qua xâu le không co sao nao luôn ma bât buôc phai co 1 sao o hinh quay video nhin cung ok gui đô_vê đô xâu da mang chi_em nao mua nho_rut kinh_nhiêm kêu em hang truoc nha đung đê nhu minh mua xong vê bo,1
4s ỏ nhà có 2 con lên rồi có thấy bị j đâuchạy ngon           ,0
giày đẹp đóng_gói rất kỹ cám_ơn chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời,0
tôi đặt_hàng từ hôm 258 bán hàng giao hàng ngay trong ngày trừ cả 2 ngày cuối tuần đợt nghỉ lễ 29 tận 144h 6 ngày tôi mới nhận đc hàng đã vậy còn gói giaohangnhanh nữa lỗi đơn_vị ship hàng ngoài_ra sản_phẩm tôi nhận được màu đen trong đơn đặt mua tôi chọn màu trắng sản_phẩm cũng ko đúng loại đăng bán lỗi nhà_bán hàng,1
chất_lượng sản_phẩm rất kém tã bị vón cục dồn lại 1 đống bé dùng moony hơn năm nay nhưng chưa bao_giờ bị như thế_này cũng mua của nhiều lần nhưng lần bị trúng hàng giả skhông giám ủng_hộ nữa chất_lượng quá tệ,1
hàng chất_lượng đẹp thank,0
còn hơn cả sự mong_đợi vừa như in,0
sản_phẩm oki nha mấy bác,0
đế ấm vỡ còn lại dùng được,0
tốt đóng_gói cẩn_thận,0
nhìn cũng được,0
chất_lượng sản_phẩm rất kém đun nuóc mãi k sôi nhiệt_độ k cao giống_nhu giới_thiệu,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn nấu ok lắm,0
đặt 6 món gửi có 5 món thiếu 1 áo polo lần đầu mia của cũng cuối k muốn đổi_trả vì mất time,1
đóng_gói sản_phẩm rất đẹp chắc_chắn chất_lượng sản_phẩm tuyệt_vời sẽ tiếp_tục ủng_hộ,0
chat_luong san_pham chua_tot,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn thời_gian giao hàng rất nhanh nhưng mua màu đen giao màu đỏ,0
ôn so vơi tâm gia,0
đóng_gói sản_phẩm kém  mua 7 gậy 2 gậy bị hỏng,1
ổ_cắm vừa nhận xé bịch đem dùng nhưng hoàn_toàn không có điện sản_phẩm bị hỏng tiki xử_lý giúp nhé,1
ok lam,0
thiếu tận 15 miếng maskcó hơn 10 chiếc mặt_nạ silk mask one spring k phải của bioaqua nhắn_tin k trả_lời phục_vụ quá kémchỉ được mỗi cái đóng_gói hàng cẩn_thận yêu_cầu đến bù 15m mask,1
phục_vụ rất tốt thời_gian giao hàng rất nhanh review 365 truyện kể bé có_vẻ phù_hợp bé tầm 45 tuổi phù_hợp hơn bé 1 tuổi nhà vì có cả phần câu hỏi bài_học đằng sau để dạy bé rất tốt,0
không có từ diễn_tả sp luôn    quá tuyệt un ơi sp giao đủđẹp   chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn đóng_gói sản_phẩm rất đẹp chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh,0
chất_lượng sản_phẩm kém nóng có tí_ti xong k thấy k đáng vô_ích,1
đã xác_minh hàng chính_xác giao hàng nhanh sau 2 ngày hỏng,1
chất_lượng quá tệ sô giá bé tí bằng ngón tay t p vụ k ra j,1
chất_lượng ko tôt,1
hơi lên rất ít thất_vọng ghê luôn mới mua dùng đúng 2 lần song hư luôn,1
goi hag dep ok đóng_gói sản_phẩm rất đẹp chắc_chắn,0
đồng_hồ chạy ko được uổng tiền,1
bán hàg rẻ chưa mang nên k biết độ bền giày rẻ ăn bớt cái hộp làm_gì có thêm đc đồng k nhìn hàg gửi về k có thiện_cảm vs tí,1
chưa_thể đánh_giá dc cần fai có thời_gian,0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt rất đáng tiền rất đáng tiền thời_gian giao hàng rất nhanh hôm_qua đặt hôm_nay nhận,0
sản_phẩm cay mắt hơn những gel thông_thường xài chưa thấy thay_đổi,1
đóng_gói sản_phẩm rất đẹp chắc_chắn mùi thơm rất dễ_chịu rất đáng tiền thời_gian giao hàng rất nhanh,0
rất đáng tiền tăng cai_mat kinh cương_lưc nhưng bi bê_nat rôi,0
vai thi ok nhung duong chi may au_wa   sau nhat chua mat bi suc chi nhiu,1
giao hk đúng màu của hàng phục_vụ kém,1
k ok lam,1
bột có 2 loại mele mole nghĩ mọi người nên mua loại mole sẽ ngon hơn nhiều,0
khô gà quá ướt,1
đánh_giá lại sau dùng 30 ngày,0
không hiểu sao phím home của máy chỉ có chức_năng chuyển_đổi themes ngoài_ra không có chức_năng kháckhi sử_dụng ứng_dụng muốn thoát nhanh ra ngoài màn_hình home_screen không được cứ phải bấm back liên_tục lúc máy treo do ứng_dụng bị force close không biết bấm để thoát nữa haizzkhông biết mới có_thể lên ics ,1
đồng_hồ vòng đinh rất đẹp,0
sản_phẩm cực ok mua 1 bộ thêm 2 bộ nữa tốt,0
rất không đáng tiền,1
hàng chê tốt nhất nên kiểm_tra lại vote 10 sao shopee không nên tạm_thời 5 sao đã,0
chất_lượng sản_phẩm rất kém rất không đáng tiền,1
giao hàng nhanh_chóng sim 4g mới test tốc_độ chuẩn mạng vnpt hơn cả cáp_quang đáng đồng_tiền,0
pin khg chắc luong,1
máy lực hút quá nhẹ k hút dc phí tiền,1
chất_lượng sản_phẩm kém keo dán bị hở,1
sản_phẩm mua về không_thể sử_dụng được đồng_hồ mua về chạy toàn sai mua làm kinh_doanh không có uy_tín ae đừng nên mua kẻo mất tiền oan giống mh,1
mua ta hugy giao ta boppy,1
mới mua về 1 cây liền mua thêm nữa,0
nút gài k gài đk,1
quá xịn,0
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt rất đáng tiền rất đáng tiền thời_gian giao hàng rất nhanh mua rất đáng tiền,0
chat_luong dich_vu cuc_ky_te giao hang cuc ky_cham con_do_thua cty van_chuyen phục_vụ rất kém rất không đáng tiền đóng_gói sản_phẩm rất kém,1
mua set 5 đôi tất pony_kid sao chỉ nhận được 1 đôi,1
sách rất hay rất đẹp trên cả tuyệt_vời,0
chất_lượng sản_phẩm rất kém phục_vụ rất kém thời_gian giao hàng rất chậm,1
hài_lòng  giống hình,0
giầy đẹp lắm vui_vẻ tư_vấn nhiệt_tình rất đáng tiền thời_gian giao hàng rất nhanh phục_vụ rất tốt sẽ ủng_hộ vì giá đẹp giầy đẹp,0
thấy cuốn được đánh_giá tốt cả bên cuộc thi lẫn trên đã không đắn_đo để mua sau thất_vọng quá giấy mỏng nhiều trang để trắng lãng_phí keo dính gáy sách cẩu_thả dễ bị bong   về nội_dung ý_tưởng có_vẻ thú_vị nhưng cách viết luẩn_quẩn quá đôi_khi lan_man khó hiểu ngoài câu_chuyện của nhân_vân tôi có thấy vài đoạn ở ngôi ba đan_xen khéo_léo nhưng đã thấy cách viết ở cuốn sách của tác_giả nước_ngoài rồi cách của bạn không_thể bằng tác_giả nên không đánh_giá cao thích nhất hình_ảnh của những chú ngựa được ẩn sau hình_ảnh tuổi_trẻ còn câu_chuyện thấy bế_tắc trong cô_đơn quá,1
ôp đẹp như hình giá tốt,0
chất_lượng sản_phẩm tuyệt_vời nhựa cứng k phải silicon,0
sp tốt nhưng hơi bị xì nước trước bóc vỏ ra,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh    cảm_ơn nhé    rất đág yêu hjhj,0
ko có tâm,1
son đẹp chuẩn auth lần thứ 3 mua hàng ở cỏ,0
nhin sao don chat_luog,0
ghét hông thích cách làm_việc của giày có bao_nhiêu tiền đi_nữa cũng phải đóng_gói một_cách cẩn_thận phải đóng hộp lại đê trong túi ni_lông khiến giay bị biến_dạng,1
máy htc one v xưa của vừa mua xong đã phải bảo_hành không được up android sensei chạy rất lag nặng loa kém hơn iphone thấy rõ từ ghét htc ,1
hàng giống y_hình chất_lượng rất tốt nhận dc set vớ cảm_thấy rất hài_lòng còn giao hàng thi cực nhanh luôn,0
chất_lượng quá ok nhưng giao k đủ số_lượng đặt e cái giao có 2,1
nhẹ êm chân rất hài_lòng,0
hàng ko đúng mẫu,1
đường thơm lắm luôn được mua giá deal quá tốt nữa thanks,0
đẹp như hình nhưng lót giày dễ long đeo hơi kệch đế có vết nhăn nhỏ tóm_lại đẹp,0
chất_lượng sản_phẩm tuyệt_vời nhưng sao ko có lót giày,0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,0
có cái ko lên_đèn ko kiểm_tra hàng gửi bực_mình,1
giao sai màu đặt màu xanh da_trời giao màu nõn chuối đặc_biệt sản_phẩm đã sai màu còn bị vỡ phần nắp chốt ko sd được chat ko tl đến lúc khách nhấn hoàn hàng mới tl sơ_sài ko đồng_ý hoàn rất thất_vọng về cách làm_việc của may_mà shopee lấy lại công_bằng hoàn tiền,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt phục_vụ rất tốt rate 5 sao vì lần mua hàng cũng rất hài_lòng lần thứ 4 mua hàng của rồi hi_vọng nhập thêm son 3ce dòng mood recipe nữa ạ,0
lu qua,0
sạc k lên pin buồn,1
chất_lượng sản_phẩm tuyệt_vời đẹp giao hàng nhanh,0
chuột xài ổn mượt có_điều không rơi vỡ hết vừa hết hạn bảo_hành được 3 tháng hư,1
tam_duk,0
thái_độ giao hàng của shipped rất khó_chịu,1
mẫu_mã đẹp chất_lượng rất vừa_ý,0
hàng nhái để giá cao rồi giảm_giá xuống làm tưởng được mua hàng xịn giá rẻ,1
lúc đầu rất hứng_thú đặt mua nhận hàng về thấy cuốn truyện nhỏ như cuốn vở đã bất_ngờ rồi ôm đọc mới thấy chán_ngắt á cứ vài trang trôi luôn giấc_ngủ nó chẳng trinh_thám hay bí_ẩn gì_gì cả chỉ vài vụ án_mạng kèm theo chút kỳ_lạ thôi hơi nhảm viết được thành sách cũng phục tác_giả quá định đọc cuốn thấy hay sẽ đặt mua thêm giả_thuyết thứ 7 cơ_mà suy_nghĩ đã bị dập tắt lụi luôn rồi có_lẽ chưa cảm_thụ được cái hay của cuốn sách,1
kẹo đúng chuẩn chất_lượng đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt thời_gian giao hàng rất nhanh,0
nho ngon thời_gian giao hàng rất nhanh,0
giao hàng nhanh chất_lượng khá tốt,0
sp tot lm ạ,0
tem bi trây cao ko đươc nghi hang gia_qua ma_lơ lây hang rôi,1
bìa sách màu khá đẹp bắt_mắt hình_vẽ bên trong đa_dạng nhưng hơi nhỏ khiến phần tô màu của người dùng không được đẹp lắm giá_cả hợp_lý quyển sách giúp giảm stress căng_thẳng của công_việc rất tốt sau những mệt_mỏi áp_lực của cuộc_sống của công_việc hay tô_vẽ quyển sách để giảm sự mệt_mỏi bản_thân thực_sự cuốn sách hay nên mua bạn trẻ nhân_viên văn_phòng sinh_viên học_sinh,0
chất_lượng kém ngoài_ra ko phải ấm panasonic,1
chất_lượng sản_phẩm tuyệt_vời phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh đóng_gói sản_phẩm rất đẹp chắc_chắn áo đẹp sẽ ủng_hộ tiếp,0
đẹp tuyệt,0
giày y_hình nó ko hợp lắm nhưng bạn khen còn hỏi chỗ để mua nữa,0
giao hàng chậm khui ra thấy chai ntn ko bít bị nhưng vẫn 5sao vì giá tốt,0
mới mua hôm_nay nhận hàng xong cảm_thấy ok nhưng nghe được lúc nhận ra bị rè nhạc hay bị đứt_quãng tiki có hõi trợ đổi sản_phẩm khác ngay ko vừa mua bị lỗi ngay cảm_giác rất khó_chịu,1
xin hỏi tại_sao tai_nghe màu đen dây sạc kèm lại màu trắng không như hình mô_tả của,1
vừa mua về sạc pin đã không chỉ có cắm nguồn mới nghe được gọi số điện_thoại hỗ_trợ kêu báo kỹ_thuật xong để đấy ko thấy gọi lại loa mở chưa max volume nghe đã rè_rè,1
rất đẹp thanks nhiều,0
nhanh đáp_ứng nhu_cầu,0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh m đặt thêm 1 bếp nữa nhé,0
bánh ngon đóng_gói đẹp an_toàn ăn xong thấy mập vcl huhu,0
 khóa chưa dùng đã hỏng,1
cọ nhìn giống hình,0
giong do choi con_nít,1
thiếu tập viết vô_diện máy_ảnh,1
chất_lượng sản_phẩm tuyệt_vời,0
sạc nhanh nóng dây,1
giá khuyến_mại 44k nhưng thực_tế trên tay lại quá nhỏ_gọn dùng vài ngày hết tầm giá tiền thà mua ở quầy hàng hoặc siêu_thị còn rẻ hơn 100g bán ngoài hàng cũng còn 4850k,1
trông như hàng gia_công 1 sản_phẩm công_nghệ không hề có seri trên sản_phẩm quá lởm,1
chất_lượng sản_phẩm tuyệt_vời ngon lắm ạ ủng_hộ dài_dài,0
giao hàng quá chậm sản_phẩm không tốt mua về không dùng được chất_lượng sản_phẩm rất kém,1
quạt tốt nhưng pin tặng kèm hơi kém,0
chất_lượng sản_phẩm tuyệt_vời rất đáng tiền thời_gian giao hàng rất nhanh,0
tốt đóng_gói sản_phẩm rất đẹp chắc_chắn,0
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt thời_gian giao hàng rất nhanh rất đáng tiền,0
đê nguyên gia đôla_my đi_đưng qui đôi ra tiên viêt nghe choáng quá,1
rán lên ko được như mong_đợi,1
mẫu mới hả màu vỏ hơi đậm,0
chất_lượng sản_phẩm tuyệt_vời mặc_dù đưa nhầm sz nhưng vẫn đánh_giá 5sao do chủ nhiệt_tình chất_lượng rất ok,0
bung đường chỉ may,1
sai màu hoàn_toàn đặt màu đen đưa màu nâu mặc_dù ghi_chú rất order màu đen phục_vụ rất kém,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắnrất hài_lòng,0
mỏng ko biết điu con xa nó có bục ko,1
hình_mẫu đỏ giao màu đen,1
hàng cũng đẹp,0
gía rẻ đồ còn siêu dễ_thương không kịp chụp hình nhưng lần sau sẽ ủng_hộ chúc mua mau bán_đắt nhé,0
nguoi ship lung_tung không đúng nguoi cũng đưaphục_vụ kém,1
giày đẹp ok lắm side nhỏ hơn bt ko vừa chân hic,0
đóng_gói sản_phẩm ko đẹp móp hư thùng chất vải đẹp chắc_chắn màu thật đúng như hình nhưng bé ngồi bị đỏ đùi,1
sạc lúc vô lúc không như bị lỗi rất bực_mình vì mua hàng mới kiểu vậy 1 sao,1
cái rất chán ko cố_định được lưng ghế bên trong độn mút,1
giày ok bạn yên_tâm mỗi_tội đợi nhận hàng hơi lâu thôi,0
cay quá,1
cảm_ứng kém quá,1
phần sạc chưa được 100% đã ngắt chưa kiểm_chứng được vì pin cũng hơi chai,1
độ lên màu của loại không tốt phải kẻ nhiều lần mới lên được một_ít nhưng cho_dù không có màu nó vẫn mòn nếu nóng_vội mạnh_tay chì ra màu đậm nhưng bị bết cho_dù trước khá thích sp của maybelline vì hợp túi_tiền nhưng vẫn đành phải em 1 sao,1
chia úc sao lại cập_nhật xuất_xứ việt_nam vậy tiki,1
pin nút bấm bị thụt ko bấm được   lắc nghe len_keng sạc chưa đc 30% pin đúng lừa người ta chất_lượng sản_phẩm rất kém,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói chưa cẩn_thận quạt mát phết,0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt phục_vụ rất tốt thời_gian giao hàng rất nhanh thấm giày êm đẹp,0
chất_lượng sản_phẩm tuyệt_vời rất đáng tiền đẹp hơn cả mong_đợi sẽ tiếp_tục ủng_hộ,0
chất_lượng sản_phẩm rất kém mua 1 đỏ 1 trắng giao 2 cái trắng chả hiểu làm_ăn kiểu,1
hàng dùng tạm được tuy_nhiên hơi lỏng_lẻo k chắc_chắn lắm,1
hình_thức rất ok ghi kim dạ_quang nhưng ko phảikim giây chạy lệch vs vạch,1
chất_lượng sản_phẩm tuyệt_vời phục_vụ rất tốt luôn tặng quà dùng thử,0
cảm_thấy màu độ nét của vật_thể chụp fuji nhìn nhỉnh hơn,0
nhận hàng rất nhanh nhưng cắm điện_thoại ko có tín_hiệu hết có_thể đổi được không,1
xài đc 3 ngày cháy cmnr,1
 thật_sự chất giấy hơi mỏng nhưng thấm dầu tốt,0
ko ổn lắm,1
ship hàng nhanh như 1 cơn gió,0
giày yếu lắm,1
sản_phẩm đúng chất_lượng quét mã qr hàng thật chưa sử_dụng nhưng xác_nhận hàng chính hãng,0
thất_vọng vì cách phục_vụ của đóng_gói giao sản_phẩm mặc_dù sản_phẩm khá ok,0
sản_phẩm đẹpphục_vụ nhiệt_tình,0
thời_gian giao hàng rất nhanh phục_vụ rất tốt rất đáng tiền đóng_gói sản_phẩm rất đẹp chắc_chắn rất đáng tiền,0
mở_đầu ổn tạm ổn khúc cao_trào rất ổn nhưng cái kết nhạt nam chính vô_dụng nữ chính ko có j nổi_bật đúng_ra ko có đoạn kết luôn vì cuối_cùng mọi việc ko đc giải_quyết j hết bỏ_ngõ chơi,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm siêu chắc_chắn luôn giao hàng cực nhanh nữa siêu yếu,0
đã nhận đc hàng đóng_gói sản_phẩm rất đẹp chắc_chắn thời_gian giao hàng rất nhanh chưa sử_dụng lên chưa biết chất_lượng ra sao,0
nồi rất mỏng mới nấu lần đầu nhưng đã tróc hết lớp chống dính chỗ lỗ thoát hơi chảy đầy nước ra mặc_dù nấu rất ít số tiền như_vậy không đáng mua chút,1
ngoài việc chạy theo ăn_theo cũng 1 sở_trường của samsung,1
 dong_ho chay chuc dung ko chay nua san_pham te wa,1
loai nay ko chong được nước sao ghi la chong được nước ko dung su that,1
ngon bổ rẻ,0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn rất đáng tiền sẽ ủng_hộ lần sau,0
kích ok còn củ xạc kèm theo qua tệ nói chug của vứt,1
tất đẹp giá hợp_lý,0
chất_lượng sản_phẩm tuyệt_vờ i đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt thời_gian giao hàng rất nhanh,0
xử_lý đơn hàng nhanh gọn cám_ơn,0
mẫu rất đúng như ảnh sẽ ủng_hộ nhiều,0
ok fu vu la ok rôi mog la sau nay co nhiêu mat hag mih se ug hô_tiep,0
độ lên màu của loại không tốt phải kẻ nhiều lần mới lên được một_ít nhưng cho_dù không có màu nó vẫn mòn nếu nóng_vội mạnh_tay chì ra màu đậm nhưng bị bết cho_dù trước khá thích sp của maybelline vì hợp túi_tiền nhưng vẫn đành phải em 1 sao,1
đóng_gói sản_phẩm rất đẹp chắc_chắn nhiều quả bị thối hạt đen đắng,1
giao hàng chậm đóng_gói sp k cẩn_thận đóng_gói sản_phẩm kém,1
sp tốt bọc cẩn_thận,0
