comment,label
Bán sữa méo cho khách. Trong khi hộp giấy ở ngoài vẫn nguyên k có vết bị đè,1
Đẹp trong quá trình vận chuyển bị móp nên hơi tiếc ,0
goi san pham gi ma rach ca trong lan ngoai,1
Trời ơi nhận được mấy cái ốp lưng mới mà nhìn còn cũ xấu trầy xước nhiều hơn là mấy cái ốp mình xài cả hơn năm trời...vừa mua cho mình vừa mua cho bạn mà giờ không dám đưa luôn vì quá ghê...cực kì thất vọng,1
Giao hàng nhanh đóng gói chắc chắn. Tuy nhiên cân không chính xác hơi thất vọng,1
Đẹp ạ.,0
giao hàng nhanh đồng hồ đẹp ưng còn chất lượng dùng lâu mới biết,0
Máy cũ Không phải máy mới hơi thất vọng. Chữ tín cần đặt hàng đầu shop ạ,1
Nồi đun nhanh giá rẻ mà chất lượng dc,0
Điện thoại ổn chính hãng,0
Chất lượng sản phẩm tuyệt vời. Rất ưng ý. Thanks Sablanca!,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Mà ko biết sao giao hàng lâu quá mình đặt hàng từ 11 mà tới 17 mới nhận được :(,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng 'Chậm hơn 1 ngày :))',0
Giá rẻ mà chất lượng tuyệt vời mỗi lần mua hàng online cứ sợ sp ko giống hình nhưng lần này mua thật đáng tiền. Lần sau sẽ ủng hộ shop nữa! ❤️❤️❤️,0
ngon,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền :v 😆💋,0
Giày đẹp  giao hàng nhanh,0
Chất lượng sản phẩm tuyệt vời. Sáng dậy thấy 1 lớp mỏng da chết ở môi môi mềm.,0
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Rất đáng tiền,0
" Rất đáng tiền Đóng gói rất chắc chắn ,đẹp , trước giờ mua hàng mà chưa thấy shop nào đóg gói hàg đẹp vậy luôn ,cứ tuởng hộp quà vậy hiaha  Shop phục vụ rất tốt Sản phẩm thì không có gì để chê luôn í Nếu bạn nào còn phân vân về sản phẩm thì yên tâm đi phải nói là son hơn cả mong đợi luôn á ",0
shop nhiệt tình sp rất ok dê uống cả nhà thích,0
sen đỏ luôn luôn giao trể 2-3 ngày,1
Chất liệu đẹp phù hợp với giá tiền,0
Shop gói hàng cẩn thận,0
Đóng gói sản phẩm rất đẹp và chắc chắn.chất lượng dang chờ mưa thử !. Vẫn cho 5sao,0
Ngon. Nhưng hư nhiều quá,1
Chia Úc sao lại cập nhật là xuất xứ Việt Nam vậy Tiki?,1
Không nhận được DVD như quảng cáo nội dung chỉ mang tính tham khảo thiếu phương pháp cụ thể,1
Dong ho chay chuc dung ko chay nua san pham te wa ,1
"""Đã dùng thử em nó, cảm giác không được hoàn thiện lắm, nói chung là next luôn""",1
Nút ấn mở hay bị bật ra.,0
Chất lượng sản phẩm tuyệt vời.  Đóng gói sản phẩm rất đẹp và chắc chắn. Shop phục vụ rất tốt. Rất đáng tiền. Thời gian giao hàng rất nhanh 😉😉,0
Sản phẩm của shop rất tốt. Nhưng em góp ý chút là shop không nên dùng hạt xốp để trong hộp ạ :( lúc mở ra không cẩn thận là xốp bay lung tung rất bẩn :(( ,0
Sản phẩm thì nhìn đẹp  nhưg đeo ngày đầu tiên đã thấy da bị ngứa cảm giác đeo tiếp chắc bị dị ứng,1
Đã nhận được sách. Sau shop cho vào hộp giấy vận chuyển sẽ tốt hơn ko bị cong sách :),0
ve ma k lap duoc vao main ,1
Giao sai hàng Đóng gói sản phẩm rất đẹp và chắc chắn,0
Shop làm ăn rất tệ mình có nt shop đặt ốp lưng cho ip7plus nhận hàng thấy ốp cho iPhone 7 nt shop muốn đổi hàng dù mình mất phí shop vẫn không chịu cho khách hàng đổi bảo đã giao hàng rồi ko đổi lại. ,1
Mình chưa cần biết chất lượng như thế nào. Nhưng cách chủ shop Support với khách quad là thiếu lịch sự luôn. Ăn nói cộc lốc. Trống không!!!!!,1
Hàng giao nhanh đang xài ok. Độ bền thì chưa biết.,0
Đóng gói sản phẩm sơ sài. Thời gian giao hàng chậm. Hi vọng shop sẽ cải thiện hơn. Chất lượng sản phẩm tốt.,0
Chất lượng sản phẩm rất kémLấy màu vàng nhưng gửi màu hồng . Như dùng rồi bẩn bẩn ,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh. Bỉm dùng thích hơn merries nội địa nhật :)),0
Đóng gói sản phẩm chắc chắn bookmark kèm theo cute màu lên tạm được,0
Ngon ngon! Rất vừa miệng,0
Đã nhận hàng! Đang test sản phẩm.  Đóng gói sản phẩm rất đẹp và chắc chắn,0
Chất lượng tốt người bán tận tâm. Con mình rất thích. Sẽ tiếp tục ủng hộ.,0
Chất lượng như trên ảnh ,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn còn đc quà tặng thêm nữa.... rất thích,0
Chưa sử dụng nên ko biết nhưng  Đóng gói sản phẩm rất đẹp và chắc chắn nên cho 5 sao,0
Đúng với tiêu chí tôi lựa chọn. Shop phục vụ tốt.giao đúng hàng như đã giới thiệu.,0
Mua hàng của sh lúc nào cũng chim ưng hihi,0
Chất lượng sản phẩm tốt đúng mô tả,0
Sản phẩm tốt. Nhưng qên nói size nên shop đưa size nhỏ 😔😔,0
Thấy hơi mốc không biết có phải hàng cũ không nữa nhưng thuj cũng ủng hộ shop cho 5*,1
. Shipper ko thật thà,1
Hàng tốt nhưng shop giao k đủ hàng. .. khi mình nói lại với shop thì shop k phản hồi làm ăn k uy tín coi thường khách hàng,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.mang rất êm chân hài lòng với sp,0
Chất lượng sản phẩm kém sạc cả đêmiem mà có ti bin,1
Đặt hổ lại giao ong ? ,1
Đưa nhầm set lót giày silicon thành mặt nạ môi,1
Hàng cực kì kém chất lượng vừa cắm cào đã tụt chân mic bong các mối hàn có 29k mà nất 50k tiền gửi,1
Sản phẩm máy hút mụn không xài được. Lực hút nhẹ không thể hút mụn. Túi đựng đồ lót đặt màu xanh lá giao màu xanh dương mà còn bị phai màu. Chỉ có mỗi cái túi chống nước là ok,1
cha hiu sao cắm vào cục sạc dự phòng dùng cho đồ điện 12 ko được.,1
Ok chat!,0
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh. Chị chủ shop tư vấn rất nhiệt tình.,0
Thời gian giao hàng rất nhanh Giày đẹp,0
"""ngày trước dùng con Vodafone 703sh thật là chất , nói chung điện thoại của Nhật kiểu dáng rất là chất""",0
Chất lượng sản phẩm kém. thời gian nướng lâu chín.,1
Giày mềm êm chân. Đế cao su rất mềm,0
Nghe dc. Phù hợp giá tiền.,0
Chất lượng sản phẩm kém trầy xước và thiếu óc dưới đáy nồi,1
Sách rất đẹp thời gian giao hàng nhanh đóng gói cẩn thận nên sách không bị móp méo gì cả sẽ quay lại shop lần sau😚,0
Giày cũng khá ok ai muốn mua thì nên mua,0
quá đẹp ạh,0
Sản phẩm hài lòng  đóng gói kỹ ấy chứ,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Sẽ ủng hộ shop hoài,0
Giao hàng ko đúng với đơn đặt hàng,1
. Cái cap nhỏ quá nhìn trong hình thi bự,1
Bị thâm,1
Chất lượng sản phẩm tuyệt vời. Quần qá ưng. Mỗi tội rach 1 xíu duoi đáy. Phai mang may lại,0
Giá khuyến mại 44k nhưng thực tế trên tay lại quá nhỏ gọn dùng vài ngày là hết. Với tầm giá tiền này thì thà mua ở quầy hàng hoặc siêu thị còn rẻ hơn (100g giờ bán ngoài hàng cũng còn 48-50k),1
Shop rất nhiệt tình. Sp chất lượng bao bì đẹp,0
Đóng gói sản phẩm rất đẹp và chắc chắn giao hàng lâu.  Chât lượng chưa dùng nên chưa biết.  Tạm thời cho s  5* có gì đánh giá lại,0
. nói chung Sao mới mua về xài được hơn 1 tháng mà hư là sao? Chất lượng được có 1 tháng ak,1
Lúc đặt hàng thì có quà tặng lúc giao hàng thì ko có hỏi shop shop lại trả lời do cỡ mình đặt ko có đồ tặng người tiêu dùng trước khi mua nên hỏi cho chắc chắn ko lại ôm cục tức vào người như mình ấy tShop phục vụ rất kém,1
"""Thiết kế thua Xiaomi Mi5.""",1
Max đẹp....hơi nặng chút nhưng oke! 5 sao cho sp😉,0
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh Nhận xong cho gái iu nhìn chim ưng dễ sợ 😍 đặt thêm đôi nữa cho cháu gái tiếp 😂😂. ,0
bằng bông nên thấm hút tệ mình giặt bằng nước ko hút đc bao nhiêu cả. M tưởng bông thấm hút chứ bông này như bông của chăn ủ sơ sinh chả thấm được bao nhiêu. mua cái 1 lần dùng bông thấm tốt hơn nhiều. thất vọng,1
Chất lượng sản phẩm tuyệt vời thấy mắt nhìn rõ hơn chút rồi,0
Giao hang không đúng size không cho kiem tra hang truoc..đưa tiền mới dc xem hàng..mất lòng tin luôn..haizzz..,1
Đây chỉ là bộ phụ để để dán màn chứ không phải miếng dán màn. Mẹ shop làm ăn bố náo khuyên mọi người đừng lên mua. Lại mất tiền ngu như mình.,1
Sản phẩm hoàn toàn không giống gì với hình. Bán hàng có tâm xíu làm ăn mới bền.,1
Shop phục vụ rất kém mình đặt 4 bộ thì 1 bộ giao sai mẫu 1 bộ giao thiếu mũ  theo đó Liên hệ với shop nói mình đồng ý nhận bộ sai mãu chỉ yêu cầu shop gửi mũ cho mình chứ mình không trả hàng lại lshop đọc tin nhắn rồi im lặng không đáng bao nhiêu tiền nhưng làm ăn mất uy tín quá,1
Chưa mang đã bị bung keo keo dán  thì sơ sài,1
đéo chất lượng tý nào,1
HÀng ngon nhưng nhiều cục to quá. Xé ra thì vụn mà k xé thì đúc kênh túi. Nc là oki,0
Shop gói hàng ok sản phẩm dùng rất ưng ^^ dự là dính với em này dài lâu. Cảm ơn shop nhé,0
đúng là k thể tin vào hàng quần Áo qua mạng,1
Giao ko đúng màu ... đặt đen thành trắng...,1
"""mình cũng bị tình trạng này khi tắt TV Sony bằng điều khiển sau 1 thời gian nhất định, bật lên sẽ không có tiếng và mất quyền điều khiển. TV chỉ có thể trở lại trạng thái bình thường khi rút phích nguồn cắm lại.""",1
"""rồi khi có người gọi tới sim đt gắn trên smp thì lúc đó nghe bằng niềm tin hả, sim trên sw là số khác nhé, còn nếu dùng dịch vụ chuyển cuộc gọi thì khi nghe cũng bị tính tiền như khi gọi nhé, chơi chuyển hướng một ngày nhận chục cuộc gọi thôi là tháy tiền ra đi vì đâu rồi, sao còn í định dùng sw có sim nữa không""",1
Đóng gói sản phẩm rất đẹp và chắc chắn chất lượng thì chưa biết,0
Sp tốt.đúng hình ảnh loại núm tròn mình đã lấy cái thứ 2.shop đóng gói tốt,0
.  . theo như vậy  . Mua về dùng được vài lần giờ tự rưng chỉ bắt được mạng 2G là sao vậy  giải thích rúp,1
mix đều nhiều mẫu ạ Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,0
Hàng tốt. Đẹp. Cám ơn shop,0
Mua bon món sai duoc mot món ... thiet là đau Long ,0
K có sự tin tưởng vào hàng Chất lượng sản phẩm rất kém,1
Đã hỏng sau 2 tuần sử dụng.,1
Kêu gửi màu hồng lại gửi màu xanh Mà vỏ hộp còn bị rách....  Chán...,1
Check code trên đt k ra. Phải check trên mt mới đc. Có hiện hsd nhé. Tuy nhiên màu son cực kỳ nhạt. Yêu cầu khi shop quảng cáo đăng hình cần nói rõ cho ng mua biết tránh hiểu lầm. Vì màu son lên chắc chắn k chuẩn đc như hình. Có thể do là hàng 1 tem or auth nên khác??? Tự rút kn vậy. Buồn !,1
.  Hỏi tư vấn thì trả lời thiếu trách nhiệm .  Sản phẩm dùng được . thật sự Thái độ phục vụ kém  tuy nhiên,1
Chất lượng sản phẩm quá kém treo đầu dê bán thịt chó,1
Sạc nhìn dễ thương hơi to và nặng chưa sạc thử nên ko biết thế nào.  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,0
Mùi của sản phẩm khá dễ chịu có vẻ mềm mịn tuy nhiên mình chưa thấy có tác dụng se khít lỗ chân lông như đã nói. Mình dùng được 2 tuần rồi và có biểu hiện có mụn sáng dậy da hơi nhờn. Mình sẽ kiên trì dùng trong 1 tháng xem sao.,1
Sản phẩm đẹp vượt ngoài mong đợi. Chất lượng tốt.   Chị giao hàng nhiệt tình  dễ thương. Cho 5 sao. Sẽ ủng hộ shop dài dài.,0
Dong ho sai duoc,0
đã nhận dc hàng quái đâu,1
Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Độ che phủ tạm ổn không che được những nốt mun đỏ. Phù hợp với những bạn ít khuyết điểm.,1
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Chỉ giao hàng hơi chậm thôi ,0
Đóng gói sản phẩm rất đẹp và chắc chắn. Mùi nồng thật sự nhưng sử dụng rất ok,0
Gói hàng làm cho bánh tráng ra màu . Không ngon,1
Moi dung thi OKko biet sau nay se the nao.ung ho ban 5*.,0
Hàng rất ok. Ủng hộ lâu dài.,0
Cảm quan của mik là giày đẹp trắng và rất đáng tiền  Giày hơi khó xỏ một tý nhưng đi thì đẹp lắp rẻ  Nhà nghèo nên chỉ đi fake thui có j e mua shop tiếp  Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,0
Chất lượng sản phẩm tuyệt vời đèn đẹp phun sương tốt,0
. Màu không giống hìnhvải mỏng2 bé nhà mình mặc vào trông như quần áo công nhân ấy,1
Chất lượng sản phẩm rất kém mua 10 so giao 11 so. Shop ko uy tin lam an nho le!  Rất không đáng tiền,1
Chất lượng sản phẩm tuyệt vời phù hợp với giá tiền. Cúc bấm bằng nhựa.,0
Đóng gói sản phẩm rất đẹp và chắc chắn. Rất đáng tiền. Shop phục vụ rất tốt.,0
TÔI CHƯA NHẬN ĐƯỢC HÀNG VÌ HÀNG TÔI BỊ THẤT LẠC,1
Chất lượng sản phẩm rất kém  Rất không đáng tiền,1
Chất lượng sản phẩm tuyệt vời  Shop giao hàng chuẩn mình rất hài lòng,0
Ốp đẹp. Cơ mà ốp mắt sau hơi dày tháo lắp ốp hơi khó vì sợ làm vỡ mặt kính sau,0
theo như vậy thực sự rất thất vọng  hơn nữa Son quá lỏng chờ rất lâu mới khô và lên màu cũng khác hoàn toàn  chất son khác hẳn với thỏi BJ 04 mà mình từng dùng mặc dù đều là loại một tem  vì vậy M đã dùng đến 4 thỏi BJ nên m biết đc chất son và màu ntn .  Fake 😑 hôm nay mở ra thử mới thấy khác  Lên màu cũng rất khác . chán,1
k dk đẹp như hình Thời gian giao hàng rất nhanh,0
Lần thứ n mua hehhehe rất ưng,0
mua về không đun đc.phí cả tiền.,1
Đóng gói sp chắc chắn giá cả hợp lí. Chưa sử dụng nhưng nếu ok lần sinh tới mình sẽ ủng hộ tiếp ^^,0
Thời gian giao hàng rất nhanh. Order 1 cốc Việt quất nhưng shop giao thành Lựu :(,1
Chất lượng sản phẩm tuyệt vời. Shop phục vụ rất tốt. Thời gian giao hàng rất nhanh. Giá rẻ hơn nhiều chỗ khác. Lần sau tiếp tục mua của shop!,0
Chất lượng sản phẩm rất kém . bỉm nhái.  ko bao giờ quay lại.  mua 1 lần tin tưởng quay lại mua lần 2 để rùi thất vọng Rất không đáng tiền,1
Bóng đèn mình đặt lúc tiki giao đến bị vỡ tan tành. Không hiểu sao mọi khi tiki gói hàng rất kĩ mà lần này lại như vậy. Hộp đựng thì không vừa rộng hơn hai sản phẩm mình mua rất nhiều đã vậy bóng đèn dễ vỡ không được cuốn cẩn thận lại còn không có tem “hàng dễ vỡ” nữa. Hơn nữa tiki còn kèm theo miếng xốp không biết để làm gì ?! Mình gọi điện phản ánh cho tiki thì cả hai ngày 16-17/10 đều không gọi được.,1
Hàng chất lượng kém nói có nhạc nhưng lại k có nhac,1
Đầu mascara cứng khó chải dầu dừa có mùi thơm tự nhiên,1
thật sự chất lượng k như mong đợi,1
.bt,1
. sản phẩm thoa lên da bị nóng rát và có dấu màu đỏ nhẹ giống như bị phỏng nhẹ . hơn nữa Hiện tại đã ngưng không dám sử dụng tiếp vì sợ bị phỏng nặng hơn,1
Mới nhận được hàng và không có sản phẩm tặng kèm như hình. Tiki nên gỡ bỏ hình sản phẩm tặng kèm để tránh gây hiểu lầm cho người mua thanks!,1
hDMI Mua Trắng chuyển đen không sử dụng đc Chất lượng sản phẩm kém,1
Hộp cơm màu ko giống hình. Và cũ. Như hàng đã sử dụng,1
Hàng chuẩn ưng ý ,0
Màu sắc không đẹp bằng mẫu màu đen,1
Thời gian giao hàng rất nhanh   Mặt dày hơn so vơi thông số sản phẩm,1
Hàng giả chắc chắn luôn. Đã mua và so sánh ,1
Áo quá rộng so với size bé mình gần 14kg mặc size 90 vẫn chưa vừa,0
quạt đẹp giá tốt rất hài lòng với sản pham,0
Chất lượng sản phẩm rất kém: Giao hạt Maca cũ ăn rất là hôi dầu và có rất nhiều hạt bị hư nữa.,1
Đặt 6splus mà giao cái 7 camera trước ko soi dc :(,1
Mua hàng của shop 2 3 lần r í lần nào cũng giao rất nhanh,0
Chất lượng sản phẩm rất kém Rất không đáng tiềnĐầu núm mỏng  mới dùng lần đầu lỗ thông khí bị chảy sữa  phản ánh shop ko trả lời ,1
Cấp ẩm tốt Chất lượng sản phẩm tuyệt vời,0
Chất lượng sản phẩm tuyệt vời  Đóng gói sản phẩm rất đẹp và chắc chắn Đồ cực kì cute  Ko chê dc,0
Đơn hàng hơi chút trục trặc nhưng sản phẩm nhận về mỹ mãn,0
đặt mua cái này gửi cái khác. hàng k giống hình. chắc lượng tệ. đề nghị bán hàng kỷ trung thực,1
ok. shop fu vu la ok rôi. mog la sau nay shop co nhiêu mat hag mih se ug hô tiep,0
.  shop gui thieu hàng   nt k tl,1
Máy ko dùng dk... chán,1
Lúc xem quảng cáo trên này mk tưởng hay nhưng khi mua về mới biết là chán tới mức nào,1
. hơn nữa Hàng giao chậm thái độ shop như cc đóng gói sản phẩm lỏng lẻo .,1
Giầy không đáng giá này. Vải và đế như mấy giầy 100k bán lề đường.,1
Mua 2 mau mà giao mau rabbit hang vai  xấu mỏng cứng . Hàng qc  vải tốt mát mà nhan hàng thất vọng .,1
Shop gui hang ko dung nhu hinh,1
Xuất sắc lun son từ vỏ đến chất son ko còn gì để bàn đây là cây đẹp nhất từ trước đến giờ mà mình mua👍👍👍👍👍👍👍👍,0
Vỏ son có vẻ đã mở ra rồi thì phải và cây son có trầy. Nhưng không sao sản phẩm sử dụng êm là ok.,0
Tôi chẳng biết ở trong có cái gì nữa tóc dây hay gì đó nói chung là đồ nhựa,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Mình đặt lên 1 số mà vẫn hơi chật xíu. Nhưng giày đi rất êm chân nên cũng k thấy khó chịu.  Thời gian giao hàng rất nhanh. Chủ nhật tưởng nghỉ mà cũng đj giao luôn😍😍,0
Shop phục vụ rất tốttuy biết nhiều shop giá rẻ hơn nhưng vẫn mua của shop này vì thấy hàng đảm bảo,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt! Nhưng giao hàng hơi lâu,0
Không hoạt động được.,1
mau khong dep,1
"""Dòng này pin yếu mà tại mỏng. Thôi xài thêm cái sạc dự phòng nữa là ok ))""",0
"Hy vọng qua những sự việc này , pháp luật nên xử nghiêm để tạo làn sóng răn đe cho những người chưa hiểu tính nghiêm trọng của những sự việc tương tự .",1
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt tuy nhiên 1 số mắt dây bị bó cứng ko gập đc.,1
Đưa nhầm size to. Giày hơi cứng,1
. nói chung k chỉnh dc giờ hỏng thất vọng,1
Nón to em bé 3-4 tuổi sẽ đội vừa,0
Hơi mỏng nhưng dùng ok. Phù hợp giá tiền,0
San pham k phai la ngoi sao phuong nam z shop.. ma la souther star.. k dung san pham gioi thieu z.. that vong...,1
"""Bàn Phím Vật Lý vẫn ở lại, và Blackberry phải ra đi khỏi thị trường 1 sớm 1 chiều thôi. Nếu như Blackberry có Tài Chính mạnh để Duy Trì thì hãy cứ tiếp tục theo đuổi điều mà số đông Ng Sử Dụng ko thích. Tài Chính cạn kiệt, mà BB ko có sản phẩm Thuần Cảm Ứng Android để chạy theo xu hướng yêu thích của số đông ng dùng trên thị trường, chỉ có nước Ngỏi của Tỏi.Nói thực, cái Bàn Phím Vật Lý của Blackberry đã quá lỗi thời, xuất hiện trên chiếc Smartphone ko phù hợp, nhìn thô thiển khỏi phải bàn. Làm Kinh Doanh, mục đích chính ngoài Chất Lượng, còn phải có chú trọng sở thích của Khách Hàng mới đem về Doanh Thu. Sản phẩm sản xuất ra, chỉ để đáp ứng cho thiểu số ng dùng, thì BB chuẩn bị Bán Thân cho TQ 1 sớm, 1 chiều, với giá như bèo, là điều khó tránh.""",1
Đóng gói sản phẩm rất đẹp và chắc chắn nhân viên giao nhiệt tìn còn về chất lượng thì đương nhiên tốt,0
"""màu vẫn hơi kém sắc nhỉ""",1
Hộp inox lớn nhất có dung tích nhỏ quá không chứa được nhiều cơm làm mình thấy đói nhanh hơn,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.se ung ho shop,0
Giao trước hạn nhưng đống gói ko biết ntn khi nhận được vỡ nát ,1
Đang dùng chép dữ liêu khoảng 15mb/s,0
Chất liệu giỏ k tốt,1
Ko phải auth . Tem 1 lớp. Chất son lỏng rễ trôi,1
Dong goi sp ep.  Thời gian giao hàng rất nhanh,0
Chán k tả nổi. Bóc ra xem muốn điên luôn. Vì đặt 2 đôi giống nhau nhưng khác size shop gửi luôn cho 2 đôi khác nhau. K 1 lời hỏi khách là hết size hay như nào cả.,1
Chất lượng sản phẩm rất kém . Sp ko pải của Osaka thất vọng,1
Mới dùng thì ổn nhưng k đặt đk mật khẩu,0
Quảng cáo rung rất mạnh nhưng mua về rung yếu xìu còn thua độ rung của 1 cái tông đơ,1
Mua 2 lần của shop thì cả 2 lần đều giao thiếu hàng. Lần đầu mua 2 cái gối 48k shop trả 4 card mobi 20k. Lần 2 giao thiếu đũa ăn 10k. Gửi tin nhắn yêu cầu chuyển card lần 1 và lần 2 20k thì mấy ngày rồi vẫn chưa chuyển. Nếu shop chủ động liên lạc với mình mình sẽ sửa lại đánh giá.,1
Đặt màu đen nhưng shop giao màu xanh. Phản hồi vs shop nhưng shop ko có phương án j trả lời cả,1
Khoá dùng đc 2 hôm hỏng 🤷🏻‍♂️,1
Thời gian giao hàng chậm Và mình đặt màu trắng gửi màu đen,1
Đồ Chơi Lắp Ráp Ausini - Vùng Đất Thần Tiên - Ngôi Nhà Hiện Đại 24804 (457 Mảnh Ghép) có thể giảm giá thì tốt biết mấy,1
Ok nhưng shop lại đóng thiếu ốp lưng 😂😂😂😂😂,0
Đặt màu xanh giao mầu đen size L thì giao XXL k có khăn tặng luôn shop k kiểm hàng kỹ zz,1
Mình không hề thấy nó giống với chai cũ của mình và tra trên trang cũng ko có mẫu vỏ chai này. Hoàn toàn khác so với trên hình ảnh,1
"Shop rất nhiệt tình, hàng ngon bổ rẻ  Đóng hàng cẩn thận chắc chắn ",0
Ruột nhựa không phải ruột inox. Rất thất vọng. Yêu cầu đổi trả sản phẩm,1
C chủ dthương nhiệt tình. Mấy phụ kiện dễ cưng lắm luôn😍,0
Sp đúng mô tả giá hợp lý. ,0
Nên bán hàng có giá tiền cao 1 chút để có chất lượng chứ giày 100k mua thử về mang đau chân chết bà biết là rẻ nhưng làm ơn đừng bán hàng rẻ hại người tiêu dùng da giày vô cùng cứng đế cứng như cục đá. Mang vào đau chân muốn chết,1
Quickly,0
Chất lượng sản phẩm rất kém không đúng mô tả,1
Bị xước vỏ ngoài. Thời gian giao hàng rất nhanh,0
" Thời gian giao hàng rất nhanh  Chất lượng mới đầu sử dụng khá tốt. Tặng thêm hộp đựng rất tiện, đỡ vất usb lung tung lại tìm ko ra 😂 Mua hàng của shop cũng 3-4 lần rồi. Lần nào cũng ok hết.",0
Shop phục vụ rất tốt các b tư vấn nhiệt tình sẽ ủng hộ tiếp 😙😙,0
Chị chủ dễ thương và có tâm đóng gói rất kỹ. Bánh ngon lắm <3,0
Shop bán hàng rất dễ thương mới đặt hàng đã inb cảm ơn rồi. Goia hàng cẩn thận ship nhanh. Để có ảnh thì tặng ảnh và review giày nhé,0
Giấy quá mỏng,1
"""27 thì hơi đắt quá ) 25 nó hơn 1-2tr""",1
Giày max đẹp luôn:3 giày y như hình 💜,0
sản phẩm k như mong đợi.k tốt,1
"""Trước kia mình thường mang theo cuốn sổ tay nhỏ để ghi chép ý tưởng, thông tin khách hàng, vẽ sơ đồ, ... từ khi dùng máy Note của Samsung thì không cần nữa. Mình thấy dòng Note của Samsung phục vụ rất tốt cho công việc, cho những người thích sáng tạo, và rất phù hợp với xu hướng phát triển của thời đại đòi hỏi cao sự tương tác về hình ảnh và trải nghiệm người dùng. Thực sự đây là kỷ nguyên của Samsung.""",0
Chất lượng sản phẩm rất kémLoa không đúng như trên hình,1
. ngoài ra Bạn gái mình nói son này đánh rất dễ bị bong và khá khô nữa màu lên cũng k đẹp dễ đóng thành mảng .  Túm lại mình không thích lắm @_@,1
Chất lương sp tốt ưng ý,0
Ko hài lòng. Đặt 1 đường gởi 1 kiểu,1
- Quảng cáo sản phẩm chịu được khi  nướng ở 400 độ C - Thực tế sử dụng nướng bánh chuối ở 160 độ C - hộp thủy tinh bị nứt  - Tại sao ???,1
kết quả khác xa với quảng cáo,1
Son thơm dã man. Đánh lên mềm môi. Hơi bóng. Nói chung là cực thích. Iu shop,0
đặt một màu. giao một màu khác,1
Khô gà ăn vừa miệng. Nhưng quy cách đóng gói kém. M nghĩ ít nhất nên thay bằng túi zip,0
han nay dc,0
Chất lượng sản phẩm rất kém mới mua về 2 ngày đã nghe không rõ nữa,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh chai nhỏ gọn rất dễ thương. Cám ơn shop,0
Hàng đẹp chuẩn hình 👌👌👌,0
Bao bì cũ- bẩn HSD không rõ ràng không có niêm phong SP.,1
Chất lượng sản phẩm rất kém Gội đầu xong dùng dầu xả mà tóc còn khô và xơ hơn khi chua dùng. Treo đầu dê bán thịt chó.  Vớ vẩn,1
Sản phẩm đẹp. Có điều shop quên tặng dây giầy với giao sai màu.,0
Chất lượng ảnh tốt lắm 😍,0
Tất đẹp. Giá hợp lý,0
Giày đẹp lắm luôn ý và đi rất êm ạ.,0
